Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,chweight
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,5.0,0,0,100,0,,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,0,0,100,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,,0.4404589339599183
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4404589339599183
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.5490652464431859
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,3.0,2.0,0.0,0.0,0,0,100,0,0.0,0.5490652464431859
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,3.0,2.0,0.0,0.0,0,0,100,0,0.0,0.5490652464431859
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.5490652464431859
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,5.0,0.0,3.0,0,0,100,0,,0.5490652464431859
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.0,1.0,0.0,3.0,0,0,100,0,,0.5490652464431859
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0.5490652464431859
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,0.0,1.0,0,0,100,0,,0.11759079386395474
Total,2011,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,1.0,1.0,0,0,100,100,100.0,0.11759079386395474
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.11759079386395474
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,3.0,3.0,0.0,0.0,0,0,100,0,,0.11759079386395474
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,1.0,3.0,0,0,100,100,100.0,0.11759079386395474
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0,0,0,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0.41029051382567727
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,1.0,3.0,0,0,100,100,100.0,0.41029051382567727
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.41029051382567727
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,2.0,0,0,0,0,,0.41029051382567727
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0.41029051382567727
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.21721262496653498
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,1.0,0,0,100,0,,0.21721262496653498
Total,2011,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,3.0,0.0,0.0,0.0,0,0,0,0,0.0,0.21721262496653498
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,2.0,0,0,100,0,,0.21721262496653498
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,2.0,0.0,2.0,0.0,0,0,100,0,0.0,0.21721262496653498
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.1531774814806779
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,2.0,0,0,100,0,,0.1531774814806779
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,0.1531774814806779
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,4.0,0.0,4.0,0,0,100,100,100.0,0.1531774814806779
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.1531774814806779
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,3.0,0,0,100,0,,0.49357188477107333
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,0.49357188477107333
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,4.0,0,0,100,0,,0.49357188477107333
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,6.0,1.0,2.0,0,0,100,100,100.0,0.49357188477107333
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.1655554597821468
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,1.0,1.0,2.0,0,0,100,0,0.0,0.2150673729880225
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.2150673729880225
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,2.0,0,0,100,0,,0.2150673729880225
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,3.0,0,0,100,0,,0.2150673729880225
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,2.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,3.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,2.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0.26303203890621457
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0.26303203890621457
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,0.0,2.0,0,0,100,100,100.0,0.26303203890621457
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,2.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,2.0,2.0,1.0,2.0,0,0,100,0,,0.26303203890621457
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,3.0,1.0,0.0,2.0,0,0,100,100,100.0,0.26303203890621457
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,0.17638619079593212
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,0.0,3.0,0.0,4.0,0,100,100,0,100.0,0.17638619079593212
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,3.0,0.0,0.0,2.0,100,0,100,0,100.0,0.17638619079593212
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,2.0,0,0,100,0,,0.17638619079593212
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,2.0,0,0,100,0,,0.17638619079593212
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.17638619079593212
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,2.0,0,0,100,0,,0.17638619079593212
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,2.0,0,0,100,0,,0.17638619079593212
Total,2011,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,2.0,3.0,0,0,100,0,,0.35598735758404354
Total,2011,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,0.0,2.0,1.0,3.0,0,100,100,0,100.0,0.35598735758404354
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,1.0,3.0,0,0,100,100,100.0,0.35598735758404354
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.35598735758404354
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.35598735758404354
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,3.0,0,0,100,0,,0.35598735758404354
Total,2011,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.0,0.0,0.0,3.0,100,0,0,0,100.0,0.35598735758404354
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,1.0,0,0,100,0,,0.3125439521120902
Total,2011,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,1.0,2.0,0,0,100,100,100.0,0.3125439521120902
Total,2011,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3125439521120902
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,2.0,2.0,1.0,1.0,0,0,100,0,0.0,0.3125439521120902
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.3125439521120902
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,1.0,3.0,0,0,100,100,100.0,0.21352012570033888
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,10.0,0.0,0.0,0.0,0,0,100,0,,0.21352012570033888
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,2.0,0,0,100,0,,0.21352012570033888
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,2.0,0,0,100,0,,0.21352012570033888
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,0.21352012570033888
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,1.0,3.0,0,0,100,0,,0.21352012570033888
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,0,100,0.0,,10.0,0.0,0.0,0.0,0,0,100,0,,0.21352012570033888
Total,2011,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,100,0,100,,,6.0,0.0,0.0,0.0,0,0,100,0,0.0,0.1655554597821468
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,3.0,1.0,1.0,3.0,0,0,100,0,,0.1655554597821468
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.1655554597821468
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,2.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1655554597821468
Total,2011,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,4.0,2.0,3.0,0,0,100,0,,0.23229683503365556
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,4.0,0.0,1.0,2.0,0,0,100,100,100.0,0.23229683503365556
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.23229683503365556
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,2.0,0,0,100,0,,0.23229683503365556
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,2.0,1.0,1.0,2.0,0,0,100,100,100.0,0.23229683503365556
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,1.0,0,0,100,0,,0.23229683503365556
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.23229683503365556
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,2.0,0,0,100,0,,0.23229683503365556
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.23229683503365556
Total,2011,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,3.0,0,0,100,0,,0.23827608230327674
Total,2011,Urban,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.23827608230327674
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.0,0.0,0.0,0.0,0,0,0,0,,0.23827608230327674
Total,2011,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.23827608230327674
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.47364419610758335
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,0.0,3.0,0,0,100,100,100.0,0.47364419610758335
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,1.0,3.0,0,100,100,0,100.0,0.47364419610758335
Total,2011,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,1.0,3.0,0,100,100,0,100.0,0.47364419610758335
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.47364419610758335
Total,2011,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,2.0,1.0,2.0,0,0,100,0,0.0,0.47364419610758335
Total,2011,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.47364419610758335
Total,2011,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.47364419610758335
