Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,100,0,0,0,0,100,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,0,0,0,0,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,100,0,100,0,0,100,100,,1.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,100,0,0,100,0,100,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,0,0,0,0.0,1.0,0.0,0.0,3.0,0,100,100,0,100.0,0,0,0,0.0,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,0,100,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.4703798577814295
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,100,0,0,100,100,0,0,,0.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.4703798577814295
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.1838712234963086
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,3.0,0.0,1.0,5.0,0,0,100,0,,0,100,0,,0.1838712234963086
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.1838712234963086
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,3.0,0.0,0.0,0.0,0,0,0,0,,0,100,0,,0.1838712234963086
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,100,100,100,,0.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.1838712234963086
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.1838712234963086
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.27011082451658813
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,7.0,0.0,0.0,6.0,0,0,100,100,100.0,0,100,100,100.0,0.27011082451658813
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,0,0,0,,,100,0,100,100,0,100,0,0.0,5.0,5.0,1.0,3.0,0,0,100,100,100.0,0,100,0,0.0,0.27011082451658813
Total,2014,Urban,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.25203038393028504
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,7.0,0.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,0.25203038393028504
Total,2014,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.25203038393028504
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.2648145338397923
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,1.0,0.0,1.0,7.0,0,0,100,100,100.0,0,100,0,0.0,0.2648145338397923
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,3.0,0.0,1.0,5.0,0,0,100,100,100.0,0,100,0,0.0,0.2648145338397923
Total,2014,Urban,Central Highlands,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.2648145338397923
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,100,,3.0,0.0,1.0,6.0,0,0,100,0,,0,100,0,,0.24362937113260885
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24362937113260885
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,5.0,0.0,1.0,7.0,0,0,100,100,100.0,0,100,100,100.0,0.24362937113260885
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,100,100,100,100,100,100,100,100.0,0.0,0.0,1.0,4.0,0,100,100,0,100.0,100,0,0,100.0,0.24362937113260885
Total,2014,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24362937113260885
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46105108970635034
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46105108970635034
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,100,100,100,100,100,0,,3.0,3.0,0.0,3.0,0,0,100,0,,0,100,0,,0.46105108970635034
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,100,100,0,100.0,1.0,0.0,0.0,5.0,0,100,100,0,100.0,100,0,0,100.0,0.42689749927470494
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,6.0,0.0,1.0,5.0,0,0,100,100,100.0,0,100,100,100.0,0.42689749927470494
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.42689749927470494
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,2.0,2.0,0.0,0.0,0,0,100,0,,0,100,0,,0.42689749927470494
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,3.0,0.0,1.0,5.0,0,100,100,0,100.0,100,100,0,100.0,0.42689749927470494
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.42689749927470494
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.42689749927470494
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,1.0,3.0,0.0,3.0,100,0,100,0,100.0,100,100,0,100.0,0.42689749927470494
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,3.0,3.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.42689749927470494
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,1.0,0.0,0.0,3.0,0,0,100,100,100.0,0,0,0,0.0,0.42689749927470494
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.20050912845427102
Total,2014,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.20050912845427102
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,0,0,0,0.0,,100,0,100,0,0,0,0,,0.0,5.0,0.0,3.0,0,0,100,0,,0,100,0,,0.20050912845427102
Total,2014,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,100,100,100,100,100,,1.0,0.0,1.0,7.0,0,0,100,0,,0,100,0,,0.20050912845427102
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,6.0,0.0,1.0,0.0,0,0,100,0,0.0,0,100,0,0.0,0.20050912845427102
Total,2014,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,100,0,100,100,0,100,100,100.0,1.0,0.0,1.0,4.0,0,100,100,0,100.0,100,100,0,100.0,0.20050912845427102
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,2.0,0.0,0.0,7.0,0,0,100,100,100.0,0,100,100,100.0,0.20050912845427102
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.20050912845427102
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,100,100,100,100,0,100.0,2.0,0.0,1.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.20050912845427102
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,1.0,2.0,1.0,0.0,0,0,100,0,0.0,0,100,0,0.0,0.20050912845427102
Total,2014,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4462235971369105
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,100,0,0,0,100.0,0,0,0,0.0,0.4462235971369105
Total,2014,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4462235971369105
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,2.0,0.0,0.0,5.0,0,0,100,100,100.0,0,100,100,100.0,0.4462235971369105
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.46037965608056436
Total,2014,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,0.0,0.0,0.0,3.0,100,0,0,0,100.0,100,0,0,100.0,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,0,100,0,100,0,,0.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.46037965608056436
Total,2014,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,0,0,0,,,100,0,100,100,100,0,0,0.0,3.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,0,0.0,0.46037965608056436
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.42006849583778255
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.42006849583778255
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,100,100,100,0,100,0,,3.0,2.0,0.0,5.0,0,0,100,0,,0,100,0,,0.42006849583778255
Total,2014,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.42006849583778255
Total,2014,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,1.0,0.0,0.0,4.0,0,100,100,0,100.0,100,0,0,100.0,0.42006849583778255
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,0,100,0,0,,7.0,0.0,0.0,2.0,0,0,100,0,,0,100,0,,0.2637836256788588
Total,2014,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.2637836256788588
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,0,100,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Middle,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,1.0,0.0,0.0,4.0,0,0,100,100,100.0,0,0,0,0.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,1.0,0.0,0.0,3.0,0,0,100,100,100.0,0,0,0,0.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,100,0,0,0.0,0.0,2.0,0.0,3.0,0,100,100,0,100.0,0,100,0,0.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,,100.0,100,0,0,100,0,100,100,100.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,0,100,100,100.0,0.0,2.0,0.0,2.0,0,0,100,0,0.0,0,100,0,0.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,2.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.47163743663324476
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.3383301773047152
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,0,100,100.0,3.0,0.0,0.0,4.0,0,100,100,0,100.0,100,100,0,100.0,0.3383301773047152
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,0,0,0.0,1.0,0.0,0.0,2.0,100,0,0,0,100.0,0,0,0,0.0,0.3383301773047152
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,100,0,100,100,0,100,100,,1.0,0.0,0.0,3.0,0,0,100,0,,0,0,0,,0.3383301773047152
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,0,0,0,100,0,,0.0,0.0,0.0,6.0,0,0,100,0,,0,0,0,,0.3383301773047152
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.3383301773047152
Total,2014,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3383301773047152
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,100,0,100,0,100,100,100,,0.0,0.0,1.0,7.0,0,0,100,0,,0,0,0,,0.3383301773047152
Total,2014,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,100,0,100,0,0,0,0,0.0,0.0,1.0,0.0,3.0,0,100,100,0,100.0,0,0,0,0.0,0.3383301773047152
