Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,CHWEIGHT
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,0,100,100,,,0.712950993819314
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,0,0,0.0,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,100,0,0,0.0,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,100,0.0,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.7517716171040323
Total,2000,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.7517716171040323
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.712950993819314
Total,2000,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,0.344456954312615
Total,2000,Urban,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.344456954312615
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.344456954312615
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,100,100,,0.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,0,0,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,100,100,,0.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,0,100,100,,0.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,100,100,,0.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,0,100,100,,0.0,0.36367853954516993
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.36367853954516993
